區域,機關/單位,服務時間及員額,服務內容,聯絡方式與窗口,備註,新增日期
永康區,鹽興里里辦公處,寒暑假週一至週日: 上午8:00-12:00 下午2:00-5:00 文書處理每日2人 環境打掃每日10人 每週六、日: 上午8:00-12:00 下午2:00-5:00 文書處理每日2人 環境打掃每日10人,1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:鄭進在 電話:0955619268,公家機關,2020/6/7
安南區,臺南市安慶國民小學,寒暑假週一至週五: 上午8:00至12:00 下午1:30至5:00 每日上限20人,1.校內環境清掃 2.校內活動協助 3.校內圖書館整理 4.各單位資料整理,聯絡人:朱永騏 電話:06-2460334轉1704,公家機關,2020/6/7
安南區,安和里辦公處,寒暑假週一至週五: 7:30-12:00 每週六、日: 7:30-12:00 10人(人數視需求增減),1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:安和里里長 郭榮珍 電話:06-2522967、0928159409,公家機關,2020/6/7
安南區,四草里辦公處,寒暑假週一至週五: 8:00-12:00 14:00-17:00 每週六、日: 7:30-10:30 14:00-17:00 10人(人數視需求增減),1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:四草里里長 王佐維 電話:06-2840277、0928372683,公家機關,2020/6/7
南化區,玉山國民小學,寒暑假週一至週五: 上午8:00至12:00 下午1:30-3:30,1.校內環境清掃 2.寒暑假活動協助 3.圖書館館藏整理服務 4.資料整理 5.協助假日學校辦理之相關活動,聯絡人:徐子蔚 電話:06-5772072,公家機關,2020/9/4
北區,社團法人台南市護理師護士公會,寒暑假週一至週五: 上午9:00至12:00 下午1:30-4:30 每日各2人,1.公會文書輸入 2.研習活動/自強活動資料歸檔 3.公會舉辦社區服務簽到事宜,聯絡人:高櫻芬 電話:06-2517576,社團法人,2020/9/4
永康區,社團法人臺南市愛加倍恩典全人關懷 協會,1.時間:例假日、寒暑假(上午 9:00-12:00、下午14:00-17:00) 2.員額:視各項活動服務學習需要 訂定。,"1.行政庶務:協助文書處理 2.協助本協會辦理活動相關業務: (1)環境整理 (2)場地佈置 (3)文宣設計與製作、fb及網路資 料更新 (4)活動攝影或拍照 3.在本會派任資深輔導帶領協助下 從事下列服務學習: (1)非營利性質的服務學習,幫助學 童、青少契在週間、週六日、假日 等課餘時間進行讀經、詩歌(領)教 唱、司琴及其他樂器學習、兒童青 少契品格、才藝班。 (2)夏令營、冬令營、各類兒童、青 少契營會、會外觀摩參觀以及園遊 會活動之非營利性質的服務學習。 (3)讀經、教會活動場地或協助社區 關懷服務活動。 (4)非營利性質的服務學習,幫助國 小兒童、青少年在課餘或假日的課",聯絡人:黃惠貞 電話:0910-374030,社團法人,2020/9/4
安南區,臺南市立第四幼兒園,寒暑假週一至週五: 上午9:00至 11:30 下午2:00-3:31 (不限人 數)服務時間以實際活動需要,1.校內環境清掃 2.校內活動協助 3.校內圖書整理 4.校內資料整理,聯絡人:林麗雅 電話:06-2471265,公家機關,2020/9/4
楠西區,臺南市楠西區灣丘社區發展協會,暑假期間週一至週五: 上午08:00-12:00下午02:00-05: 00 10人(每日各5人) 例假日:下午01:00-05:00 5人(每日5人),1.社區內環境清掃 2.社區辦理活動協助 3.社區長者關懷陪伴服務 4.協助資料整理,聯絡人:吳菊 電話:0910788991,人民團體,2020/9/4
北區,臺南市文創協會,例假日(六、日): 上午08:00至12:00 下午01:30至05:30 每日5人,1.活動協助 2.問卷服務 3.資料整理 4.宣導品發放,聯絡人:張雅婷 電話:06-2503999,113/1/17即日起暫停服務學習業 務,2021/1/7
永康區,㵾光文化藝術基金會臺南辦事處,例假日(六、日): 上午09:00至12:00 下午01:00至05:00 每日3人 寒暑假(週一至週五): 上午08:00至12:00 下午01:00至05:00 每日3人,1.櫃台引導 2.協助活動 3.社區服務 5.環境打掃,聯絡人:黃國寶 電話:06-2059161、0922533500,財團法人,2021/1/7
中西區,台灣武廟志工協會,例假日(六、日): 上午08:00至12:00 下午01:00至05:00 每日5人 寒暑假: 上午08:00至12:00 下午01:00至05:00 每日5人,1.協助文書處理 2.協助環境打掃,聯絡人:林秉逸 電話:0988897333,人民團體,2021/1/18
中西區,臺南市中西區啟智社區發展協會,一、服務時間: (一)學期中例假日(星期六):上 午08:00至12:00 (二)寒暑假(星期一至星期五): 下午02:30至04:30 二、員額:每日各2人。,1.里內環境清掃 2.資料整理 3.活動協助 4.社區服務,聯絡人:黃文龍 電話:0932-769534,人民團體,2021/2/19
北門區,雙春國民小學,一、服務時間: (一)寒暑假(星期一至星期日): 上午08:00至12:00、 下午01:00至04:00 (二)校慶運動會(非上課日): 上午08:00至12:00、 下午01:00至04:00 (三)特殊時段(非上課日):辦理 體驗活動支援 上午08:00至12:00、 下午01:00至04:00 二、員額: (一)寒暑假(星期一至星期日): 每日各3人。 (二)校慶運動會(非上課日):每 時段最多5人。 (三)特殊時段(非上課日):人力,1.校內環境清掃 2.校內活動協助(含校慶運動會) 3.支援體驗活動工作(係在有師長 陪同之下進行此相關服務學習) 4.圖書建檔與圖書整理 5.資料整理,聯絡人:傅昱森 電話:7863141分機14,公家機關,2021/2/22
中西區,臺南市南門社區營造協會,一、服務時間: (一)學期中例假日(六、日、國定 假日): 上午09:00至12:00、下午 02:00至05:00 (二)寒暑假(星期一至星期日): 上午09:00至12:00、下午 02:00至05:00 二、員額:每日各3人。,1.社區環境清掃 2.資料整理 3.活動協助 4.社區服務,聯絡人:陳俊傑 電話:0931-807183,人民團體,2021/2/24
全區,財團法人台灣基督長老教會台南中會,"一、服務時間: (一)學期中:週六及週日 9:00~12:00、14:00~17:00。 (二) 寒暑假:週二至週日9:00~12:00、 14:00~17:00。 二、員額:依上述服務時間,學期 中每時段最多五位,寒暑假每時段 最多十二位。","於教會資深輔導員帶領下,從事下 列非營利性質的服務學習: 1.學 期中,依申請志願及專長安排服務 學習項目: 場地布置與清掃、電 話問安、探訪,以及六、日協助帶 領兒童青少年聚會、週間課輔班陪 讀及環境維護等服務學習。 2.寒 暑假期間,擔任各類兒童及青少年 營會活動之協助,如布置、海報設 計、宣傳影片製作、團隊策畫、道 具製作、文書處理、環境整理等服 務學習。",本中會申請核准之轄下分會計有 7間: ■太平境馬雅各紀念教會 電話:06-2282184~6 聯絡人:宋慧玲 ■東門巴克禮紀念教會 電話:06-2344266 聯絡人:李世欽 ■德光教會 電話:06-2601360 聯絡人:郭正堯 ■富強教會 電話:06-2689071,財團法人,2021/3/11
全區,財團法人台灣基督長老教會台南中會,"一、服務時間: (一)學期中:週六及週日 9:00~12:00、14:00~17:00。 (二) 寒暑假:週二至週日9:00~12:00、 14:00~17:00。 二、員額:依上述服務時間,學期 中每時段最多五位,寒暑假每時段 最多十二位。","於教會資深輔導員帶領下,從事下 列非營利性質的服務學習: 1.學 期中,依申請志願及專長安排服務 學習項目: 場地布置與清掃、電 話問安、探訪,以及六、日協助帶 領兒童青少年聚會、週間課輔班陪 讀及環境維護等服務學習。 2.寒 暑假期間,擔任各類兒童及青少年 營會活動之協助,如布置、海報設 計、宣傳影片製作、團隊策畫、道 具製作、文書處理、環境整理等服 務學習。",本中會申請核准之轄下分會計有 7間: ■復國教會 電話:06-3137840 聯絡人:黃淑雯 ■南台教會 電話:06-2535361 手機:09557708831 聯絡人:高靜薇 ■北成教會 電話:06-2811249、0911- 123190 聯絡人:陳怡均 ■民族路教會 電話:06-2220048 聯絡人:史佳信,財團法人,2021/4/19
永康區,臺南市永康關懷弱勢協會,一、服務時間:每週日(不分學期 間或寒暑假)上午08:00至12:00 二、員額:每日10人 三、當天免費提供服務學習學生早 餐及午餐。,1.協會環境清掃 2.協助備餐(在輔導員陪同下進行 此項服務內容),聯絡人:李佳鴻 電話:06-2310123,人民團體,2021/3/30
新化區,新化地政事務所,一、服務時間: 寒暑假星期一至星期五: 上午08:30至11:30、下午 02:00至05:00 二、員額:每日各3人。,1.引導及協助民眾 2.政令宣導或問卷調查 3.其他經指派之工作,聯絡人:翁靖惠 電話:597-4829,公家機關,2021/4/14
安南區,東和里辦公處,一、服務時間: 每月雙數週星期日(不分寒暑 假): 上午07:30至09:30 二、員額:每日以10人為上限,1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:東和里里長 曾靖凱 電話:06-3563912、 0987097262,公家機關,2021/4/20
全區,NCKU國立成功大學產業永續發展中心,寒暑假週一至週五: 上午9:00-12:00 (午休:12:00-13:30) 下午13:30-18:00 人數限制:每日5人為上限,1.文書處理 2.協助交辦事項 3.資料整理,聯絡人:吳小姐/張小姐 電話:06-2757575#61161 電子信 箱:em81313@email.ncku.edu.tw,公家機關,2021/4/22
全區,財團法人台灣省台南市關帝聖堂(一 貫道-寶光玉山),"一、服務時間: (一)每週一、三、四、日:晚上 07:30至09:00 (二)每週六:上午09:00至 11:30、下午01:00至03:00 (三)每月第三個星期日:上午 09:00至12:00 (四)其他寒暑假日課程活動:日 期配合聖堂年度規劃,時間皆於上 午09:00至12:00、下午01:30至 05:00間。 二、員額:各5人。",1.環境清掃 2.活動協助 3.文書處理 4.資料整理 5.幼兒照護及生活常規引導,聯絡人:程碧蘭 電話:0987-282-395 聯絡人:洪敬堯 電話:0966-618-137 本聖堂連絡電話: 06-250-8748,財團法人,2021/4/22
新市區,樹谷生活科學館,"一、服務時間:每週六、日,上午 09:30至中午12:00、下午01:00至 04:30 二、員額:每日3人。",觀眾服務、行政支援、活動協助、 導覽解說、展場維護,"趙曼婷,電話:(06)5894800","須先通過本館志工培訓,預計每 年三月、九月招募",2021/5/5
全區,社團法人台南市家庭關懷協會(1.六 甲日間照顧中心2.東寧居家服務據點 3.社區照顧關懷據點C級巷弄長照站 4.永康居家服務據點5.南區社區整合 型服務中心6.六甲區社區整合型服務 中心),1.六甲日間照顧中心:寒暑假週一 至週日上午8:00至12:00下午1:30- 5:30每日各3~5人 2.東寧居家服務據點:寒暑假週一 至週日上午8:00至12:00下午1:30- 5:30每日各2人 3.社區照顧關懷據點C級巷弄長照 站:寒暑假週一至週日上午8:00至 12:00下午1:30-5:30每日各2人 4.永康居家服務據點:寒暑假週一 至週五上午8:00至12:00下午1:30- 5:30每日各2人 5.南區社區整合型服務中心:寒暑 假週一至週五上午8:00至12:00下 午1:30-5:30每日各2人 6.六甲區社區整合型服務中心:寒 暑假週一至週五上午8:00至12:00,關懷訪視、電話問安、電腦文書整 理、活動規劃及協助,1.六甲日間照顧中心:06- 6988458許芮嘉主任 2.東寧居家服務據點:06- 2007737黃柏菁主任 3.社區照顧關懷據點C級巷弄長 照站:06-2089838#168林芳曲社 區組長 4.永康居家服務據點:06- 3026299陳慧潔居督組長 5.南區社區整合型服務中心: 06-2619961黃珮淳個管督導 6.六甲區社區整合型服務中心: 06-6988456陳啟隆行政組長,社福團體、長照機構、社區關懷 據點,2021/5/13
歸仁區,歸仁區公所 西埔里辦公處,一、服務時間: (一)寒暑假週一至週五: 上午08:00至12:00、 下午01:30至05:30 (二)學期中週六及例假日: 上午08:00至12:00、 下午01:30至05:30 二、員額:每日10人,1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:鄭福利 電話:0958-310-271,公家機關,2021/5/13
東區,圍下里辦公處,寒暑假每周一至周日 上午08:00-12:00、下午1:00- 5:00、晚上7:00-9:00 平日每周一至每周五晚上(非寒暑 假) 07:00-09:00 平常星期六-星期日(非寒暑假) 上午08:00-12:00、下午1:00- 5:00、晚上7:00-9:00 每日上限30位 打掃前請先聯繫里長。,里內公園打掃 (夜間時段均在里內幹部或家長陪 同下進行),聯絡人:石桂霖里長 電話:0937-345136,公家機關,2021/5/13
全區,中華民國殘障體育運動總會,一、服務時間: (一)時間:學期中例假日及寒暑 假。 (二)時段:上午08:00至12:00、 下午02:00至05:00、 二、員額:每日50人,1.服務地點:台南桌球館(臺南市 北區東豐路458號) 2.服務內容: (1)環境整潔 (2)身心障礙運動賽會服務,臺北聯絡人:黃鈺惠 電話:02-8771-1450 臺南聯絡人: 1.林佳蓉:0932-709-105 2.洪淑君:0935-484-396,人民團體,2021/5/19
全區,府城國際超級馬拉松協會,一、服務時間: (一)日期:學期中例假日及寒暑 假。 (二)時段:上午07:30至12:00、 下午01:00至05:00、 晚上06:00至08:00 二、員額:每時段至多30人。,1.協助體育活動辦理 2.文書資料整理 3.協助體育活動推廣,聯絡人:洪千雅 電話:0916774908,社團法人,2021/5/25
安定區,嘉同里辦公處,一、服務時間: (一)寒暑假週一至週日: 上午08:00至12:00、 下午01:30至05:30 (二)學期中週六日: 上午08:00至12:00、 下午01:00至05:00 二、員額:每日各10人。,1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:王文章 電話:0928-679695,公家機關,2021/11/1
安定區,社團法人臺南市 灣港照顧關懷協會,一、服務時間: 寒暑假週一至週五: 上午09:00至12:00、 下午02:00至04:00 二、員額:每日各2人。,1.協會環境清掃 2.協會活動協助 3.協會社區服務 4.活動器具整理,聯絡人:邱怡貞 電話:(06)5938605,社團法人,2021/11/1
全區,台灣文化創意教育 發展協會,"一、服務時間:服務時間依活動舉 辦日期公告。 寒暑假及學期中例假日: 上午08:00至12:00、 下午01:00至05:00 二、員額:依活動需求招募,每個 梯次5至10人。",1.競賽活動協助 2.展覽活動協助 3.場地布置 4.資料整理,聯絡人:鄭淑華 電話:0912-123671,人民團體,2021/11/1
安南區,海南里辦公處,"一、服務時間: 不分寒暑假,每月雙數周星期日 早上07:30-09:30 二、員額:12人",1.里內環境清掃 2.里內活動協助 3.里內社區服務 4.資料整理,聯絡人:海南里里長 陳金魚 電話:(06)2588013、 0928-161618,公家機關,2021/11/1
永康區,台南應用科技大學/圖書館,寒暑假週一至週三: 上午9:00至12:00 下午1:30-3:30,協助圖庫整理 協助資料整理 協助館內整理,聯絡人:沈歆婷 電話:06-2539274#14,財團法人,2022/1/27
全區,臺南市以勒關懷協會,"1.例假日或社區活動日,每日2~5 人 上午8:00-12:00; 下午1:00~5:00。 2.寒暑假的週一~週五,每日2人 上午8:00-12:00; 下午1:30~5:30。","在輔導員陪同下進行以下服務學習 1.協助寒暑假至國小辦理冬夏令營 活動,園遊會活動之非營利性質的 服務學習。 2.協助團隊策畫、活動設計、佈置 規劃、文宣海報影片製作、道具製 作之支援。 3.協助擔任文書處理及網路資料更 新、環境整理、會場佈置。 4.協助活動之攝影與多媒體視聽影 片之剪輯與製作。 5.協助活動之食材的整理、餐點製 作與餐後清理。",聯絡人:張舒雅 電話:0936498663 電話:06-7956339,人民團體,2022/1/27
南區,臺南市南區衛生所,平時週一至週五: 上午8:00至12:00 下午1:30至5:30 2-4人 行動醫院辦理日(週六或週日): 上午07:30至12:00 5-10人,1.協助文書資料整理 2.協助衛生所環境清潔及整理 3.協助行動醫院活動辦理(引導或 關卡工作),聯絡人:凃麗卿護理長 電話:(06)2618578,公家機關,2022/1/27
